StartTime: 2021-08-11 14:08:06.818
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)
0x50	 14:08:11.725	1.1006	-0.3184	-0.0283	8.5449	66.5283	40.4663	-20.9015	-7.8113	-76.1188	31.83
0x50	 14:08:11.736	0.9365	-0.0332	-0.1299	19.5313	55.7861	31.5552	-21.4618	-7.8442	-76.0199	31.82
0x50	 14:08:11.745	0.9976	-0.1216	-0.1372	31.3110	45.9595	11.7798	-22.5879	-8.1189	-76.0803	31.82
0x50	 14:08:11.756	0.9404	-0.2056	-0.1636	28.9917	50.7813	16.7236	-23.4503	-8.3057	-76.1243	31.80
0x50	 14:08:11.765	0.9063	-0.2471	-0.0400	14.9536	56.8237	18.8599	-24.3457	-8.3771	-76.1737	31.80
0x50	 14:08:11.776	0.9014	-0.2383	0.0552	4.9438	67.5659	14.6484	-25.0269	-8.3716	-76.3220	31.82
0x50	 14:08:11.786	0.8994	-0.1748	0.1084	-1.4648	68.7866	6.4697	-25.5267	-8.3936	-76.5582	31.82
0x50	 14:08:11.796	0.9092	-0.1616	0.0845	-4.6997	61.9507	-0.2441	-25.8618	-8.5309	-76.8274	31.81
0x50	 14:08:11.831	0.9375	-0.1509	0.0791	-3.9673	52.1851	-2.0142	-26.2299	-8.7726	-77.0801	31.82
0x50	 14:08:11.831	0.9907	-0.1743	0.0591	-4.0283	44.8608	-1.0376	-26.5979	-9.0912	-77.2888	31.82
0x50	 14:08:11.831	1.0308	-0.1763	0.0474	0.0000	40.1611	0.0000	-27.0154	-9.4373	-77.4701	31.81
0x50	 14:08:11.835	1.0708	-0.2192	-0.0117	7.4463	36.3770	-1.7700	-27.3889	-9.8328	-77.6514	31.82
0x50	 14:08:11.846	0.9932	-0.1987	-0.0483	10.2539	32.7759	-5.5542	-27.9108	-10.2557	-77.8546	31.82
0x50	 14:08:11.855	0.9946	-0.2588	0.1055	9.4604	36.4990	-13.2446	-28.5260	-10.6787	-78.1512	31.82
0x50	 14:08:11.865	0.8921	-0.3140	0.0757	10.0098	47.1802	-17.1509	-28.7457	-10.9863	-78.5303	31.82
0x50	 14:08:11.877	0.8618	-0.1831	0.1318	14.8315	40.2222	-28.1372	-28.9929	-11.3654	-78.9807	31.82
0x50	 14:08:11.886	0.9009	-0.1958	0.0918	28.8696	33.7524	-46.2036	-28.8446	-11.9312	-79.5575	31.84
0x50	 14:08:11.895	0.8970	0.0063	-0.0645	19.2261	24.4751	-48.8892	-28.9050	-12.6013	-80.1178	31.82
0x50	 14:08:11.905	0.9771	-0.0176	-0.0317	11.5356	18.0054	-48.2178	-26.6418	-13.4143	-80.6396	31.82
0x50	 14:08:11.915	1.0566	-0.0850	0.1563	5.7373	39.1846	-32.7759	-27.7185	-13.9581	-81.1230	31.83
0x50	 14:08:11.925	1.1299	-0.1943	-0.0605	6.2256	58.8379	-18.6157	-27.5592	-14.1943	-81.5735	31.82
0x50	 14:08:11.935	1.0063	0.0571	-0.1099	8.5449	54.3823	-17.5171	-28.1689	-14.4525	-81.9910	31.82
0x50	 14:08:11.945	0.9917	-0.0630	0.0264	41.6870	63.7207	-29.4189	-25.8069	-14.7217	-82.5732	31.81
0x50	 14:08:11.955	0.8003	0.0200	0.1533	53.5278	88.1958	-24.9023	-25.5322	-14.7601	-83.1995	31.83
0x50	 14:08:11.965	0.9766	-0.1431	0.4370	49.1333	94.2383	-24.4141	-24.5544	-14.6667	-83.8477	31.82
0x50	 14:08:11.975	0.9897	-0.0977	0.3979	20.0806	98.2056	-15.8691	-24.1479	-14.3481	-84.4189	31.82
0x50	 14:08:12.013	0.9971	-0.0923	0.2031	2.4414	70.1294	-18.1885	-23.9063	-14.3207	-84.8859	31.82
0x50	 14:08:12.014	1.0186	-0.0737	0.2080	1.6479	42.1753	-24.8413	-23.7909	-14.6667	-85.2979	31.82
0x50	 14:08:12.014	1.0356	-0.1553	0.2334	2.2583	38.5132	-27.9541	-23.6206	-15.0623	-85.7208	31.82
0x50	 14:08:12.015	0.9985	-0.0811	0.2871	6.1035	36.4380	-28.6865	-23.5492	-15.4468	-86.1438	31.82
0x50	 14:08:12.025	0.9614	0.1128	0.1128	12.2681	31.5552	-34.1797	-23.2306	-15.8752	-86.5997	31.83
0x50	 14:08:12.035	1.1826	-0.0518	-0.1211	4.6997	23.6816	-31.9214	-22.3956	-16.4301	-87.0062	31.83
0x50	 14:08:12.046	1.1040	0.3438	-0.1763	6.3477	43.3960	-15.3809	-23.5876	-16.7651	-87.3248	31.83
0x50	 14:08:12.055	0.9604	0.3018	-0.1064	43.0908	75.0122	-11.5356	-21.6321	-16.6718	-87.7478	31.82
0x50	 14:08:12.065	0.7642	0.2085	0.2515	100.2197	105.4077	5.4932	-19.2261	-16.2323	-88.0994	31.82
0x50	 14:08:12.075	0.6528	0.1650	0.3823	80.9326	140.5640	32.1045	-17.7924	-15.3204	-88.2697	31.83
0x50	 14:08:12.085	0.9517	0.0718	0.3369	43.7622	147.5220	57.2510	-16.9739	-14.1779	-88.1708	31.84
0x50	 14:08:12.095	0.9497	-0.2056	0.6206	41.0156	143.0664	79.4678	-16.3641	-13.1506	-87.8192	31.83
0x50	 14:08:12.105	0.9219	-0.3184	0.5986	45.6543	147.8882	95.9473	-16.0455	-11.9037	-87.2974	31.83
0x50	 14:08:12.115	0.9302	-0.3374	0.5522	50.4150	121.0938	83.6182	-15.7654	-10.9424	-86.8195	31.83
0x50	 14:08:12.125	0.9346	-0.2900	0.5825	52.5513	96.1304	60.7300	-15.4633	-10.3052	-86.4899	31.83
0x50	 14:08:12.135	0.8955	-0.1826	0.5366	45.1660	80.3833	38.4521	-15.1556	-9.8822	-86.3306	31.82
0x50	 14:08:12.145	0.8989	-0.0205	0.3691	44.4946	61.8896	19.5923	-14.7546	-9.7174	-86.3031	31.82
0x50	 14:08:12.156	0.9717	-0.0649	0.3472	42.7856	47.8516	9.2773	-14.2108	-9.8163	-86.3361	31.83
0x50	 14:08:12.165	0.8145	0.0923	0.3398	45.4102	50.5981	12.5732	-13.7219	-9.9042	-86.3416	31.82
0x50	 14:08:12.175	0.8550	-0.0444	0.4839	74.4629	49.0112	12.1460	-12.7002	-9.9701	-86.3361	31.83
0x50	 14:08:12.184	0.8608	-0.0513	0.4395	72.5708	55.9082	21.7896	-11.9202	-9.8877	-86.2482	31.84
0x50	 14:08:12.195	0.8984	0.0547	0.2427	38.6963	53.6499	27.6489	-11.5137	-9.8383	-86.0834	31.82
0x50	 14:08:12.216	0.9043	0.0229	0.3433	16.6626	52.6123	29.1138	-11.1346	-9.9207	-85.9021	31.83
0x50	 14:08:12.216	0.8838	-0.0449	0.4756	8.3008	75.3174	42.5415	-10.9534	-9.7009	-85.6274	31.83
0x50	 14:08:12.231	0.9058	-0.0996	0.5249	9.1553	91.9800	52.3071	-10.8600	-9.2285	-85.2814	31.84
0x50	 14:08:12.259	0.7798	0.0244	0.5127	14.8926	95.3369	55.4199	-10.7721	-8.7012	-84.9133	31.83
0x50	 14:08:12.260	0.7925	-0.0923	0.6689	51.3306	84.9609	54.5044	-10.1843	-8.2507	-84.5288	31.83
0x50	 14:08:12.260	0.8423	-0.1099	0.6343	36.3770	89.0503	65.6738	-9.8712	-7.6849	-84.0399	31.84
0x50	 14:08:12.264	0.8638	-0.1157	0.5703	24.8413	79.1016	71.4111	-9.7009	-7.2400	-83.4631	31.83
0x50	 14:08:12.274	0.8667	-0.1245	0.5981	29.1748	67.1387	69.3359	-9.5032	-6.9543	-82.8918	31.83
0x50	 14:08:12.285	0.7900	-0.1230	0.5752	31.1890	66.8945	68.6646	-9.2834	-6.6687	-82.3206	31.83
0x50	 14:08:12.294	0.7715	-0.1875	0.6304	41.1987	61.5234	66.8945	-8.9703	-6.4270	-81.7548	31.83
0x50	 14:08:12.305	0.7607	-0.2310	0.6826	33.5693	60.1807	65.6128	-8.7781	-6.1688	-81.1945	31.83
0x50	 14:08:12.316	0.7354	-0.1597	0.5239	19.2261	54.9316	61.4624	-8.7396	-5.9436	-80.6671	31.84
0x50	 14:08:12.325	0.7163	-0.1152	0.4204	11.7798	41.1377	53.3447	-8.7561	-5.9326	-80.2002	31.84
0x50	 14:08:12.334	0.7280	-0.1294	0.5088	6.2256	44.4336	53.6499	-8.8055	-5.9436	-79.7388	31.83
0x50	 14:08:12.344	0.7705	-0.2363	0.6479	5.1270	63.6597	61.7676	-8.8605	-5.7129	-79.2224	31.83
0x50	 14:08:12.355	0.8901	-0.3413	0.6689	8.1177	75.0732	68.2983	-8.9484	-5.3009	-78.6621	31.84
0x50	 14:08:12.364	0.7681	-0.2529	0.5518	12.4512	70.6787	63.1104	-9.0527	-4.9548	-78.1458	31.83
0x50	 14:08:12.374	0.6245	-0.2710	0.6455	48.7671	55.4810	49.8047	-8.7616	-4.8010	-77.7393	31.84
0x50	 14:08:12.384	0.7173	-0.3423	0.8364	61.5845	59.8145	49.0723	-8.3221	-4.5154	-77.3438	31.83
0x50	 14:08:12.394	0.7246	-0.2100	0.6167	30.7007	71.8384	51.2085	-8.1903	-4.0759	-76.9373	31.82
0x50	 14:08:12.404	0.7065	-0.1592	0.6465	20.6909	53.8330	38.8184	-8.1134	-3.9331	-76.6296	31.83
0x50	 14:08:12.440	0.6968	-0.2266	0.7173	18.0054	57.3120	38.6353	-8.0145	-3.7463	-76.3275	31.84
0x50	 14:08:12.441	0.6733	-0.2466	0.7490	13.8550	60.4858	43.0908	-7.9926	-3.4827	-75.9869	31.84
0x50	 14:08:12.441	0.6494	-0.2388	0.7739	10.6201	55.3589	42.4805	-8.0145	-3.2520	-75.6409	31.82
0x50	 14:08:12.444	0.6748	-0.2310	0.7510	13.1226	46.9360	38.7573	-7.9926	-3.0927	-75.3223	31.83
0x50	 14:08:12.454	0.7065	-0.1997	0.6699	16.5405	36.2549	34.3628	-7.9321	-3.0652	-75.0311	31.84
0x50	 14:08:12.464	0.6895	-0.2046	0.6416	19.2871	30.0903	31.6772	-7.8442	-3.1531	-74.7620	31.83
0x50	 14:08:12.474	0.6558	-0.2192	0.6724	19.2871	37.0483	32.2876	-7.7673	-3.1696	-74.4873	31.84
0x50	 14:08:12.484	0.7773	-0.2817	0.6763	15.0757	46.2646	35.8887	-7.7344	-3.0652	-74.1962	31.84
0x50	 14:08:12.494	0.5703	-0.1128	0.6318	15.1978	48.8281	37.6587	-7.7509	-2.9718	-73.8885	31.84
0x50	 14:08:12.504	0.6167	-0.2837	0.8711	30.6396	44.4946	37.4146	-7.4872	-2.8729	-73.5754	31.84
0x50	 14:08:12.514	0.6543	-0.2695	0.8052	16.3574	55.1147	46.4478	-7.4487	-2.5818	-73.1854	31.85
0x50	 14:08:12.524	0.6548	-0.2139	0.7549	-1.1597	44.0063	41.8701	-7.5861	-2.4445	-72.8284	31.85
0x50	 14:08:12.534	0.6372	-0.2222	0.7695	-9.7046	35.5835	37.0483	-7.7783	-2.4225	-72.5098	31.84
0x50	 14:08:12.544	0.6411	-0.2256	0.7573	-10.9863	36.2549	38.0249	-7.9871	-2.3785	-72.1802	31.83
0x50	 14:08:12.554	0.6279	-0.2041	0.7266	-7.4463	35.2173	36.9263	-8.1573	-2.3456	-71.8616	31.84
0x50	 14:08:12.564	0.6035	-0.2041	0.7192	-6.2866	35.7666	35.3394	-8.3057	-2.3236	-71.5649	31.86
0x50	 14:08:12.574	0.5977	-0.2231	0.7095	-5.9814	39.9780	37.2314	-8.4540	-2.2412	-71.2518	31.85
0x50	 14:08:12.584	0.5811	-0.2065	0.7520	-6.0425	45.4712	39.5508	-8.6188	-2.1039	-70.9277	31.84
0x50	 14:08:12.621	0.5669	-0.2573	0.7817	-5.9814	51.7578	41.4429	-8.7561	-1.8842	-70.5981	31.84
0x50	 14:08:12.622	0.5625	-0.3101	0.8081	-1.0376	54.6265	48.4619	-8.8715	-1.6040	-70.2026	31.84
0x50	 14:08:12.622	0.5679	-0.3232	0.8071	3.9673	52.2461	54.0161	-8.9703	-1.3239	-69.7467	31.84
0x50	 14:08:12.624	0.5693	-0.3354	0.8276	2.8687	47.0581	53.7109	-9.0802	-1.0986	-69.2908	31.84
0x50	 14:08:12.634	0.5596	-0.3037	0.8291	-2.2583	42.1143	50.5981	-9.2395	-0.9229	-68.8568	31.84
0x50	 14:08:12.644	0.5405	-0.2842	0.8335	-7.8125	35.2783	45.1660	-9.4318	-0.8185	-68.4668	31.84
0x50	 14:08:12.654	0.5313	-0.2944	0.8477	-7.6294	29.3579	41.0767	-9.6075	-0.7745	-68.1097	31.85
0x50	 14:08:12.663	0.5244	-0.2715	0.7451	-1.7700	23.3765	38.8184	-9.7229	-0.7800	-67.7692	31.86
0x50	 14:08:12.674	0.4941	-0.2432	0.7793	2.7466	17.0288	33.2642	-9.8053	-0.8844	-67.4670	31.86
0x50	 14:08:12.684	0.6240	-0.2998	0.7749	7.6294	21.7285	31.3110	-9.8053	-0.9229	-67.1979	31.85
0x50	 14:08:12.698	0.4336	-0.2749	0.5103	31.0669	18.1885	38.4521	-9.6185	-1.0437	-66.8463	31.86
0x50	 14:08:12.703	0.3721	-0.4087	0.8877	81.7261	8.9111	51.6357	-9.0033	-1.2250	-66.3519	31.85
0x50	 14:08:12.713	0.4248	-0.3931	0.8730	80.4443	37.8418	56.4575	-8.3771	-0.9668	-65.8575	31.85
0x50	 14:08:12.724	0.4180	-0.2656	0.6772	49.0112	31.9824	43.1519	-8.0585	-0.8185	-65.4730	31.85
0x50	 14:08:12.735	0.4341	-0.3491	0.8315	33.3252	21.1792	31.4941	-7.8662	-0.8569	-65.1929	31.85
0x50	 14:08:12.744	0.4771	-0.3799	0.8701	28.0151	35.8276	31.4331	-7.7399	-0.7141	-64.9292	31.85
0x50	 14:08:12.754	0.4629	-0.3730	0.9326	13.9160	39.3066	26.7944	-7.7618	-0.5493	-64.7205	31.85
0x50	 14:08:12.763	0.4502	-0.3110	0.9038	7.8735	33.9355	17.1509	-7.8278	-0.4395	-64.5941	31.85
0x50	 14:08:12.774	0.4492	-0.2690	0.8457	7.8735	21.1792	8.1787	-7.8607	-0.4669	-64.5447	31.85
0x50	 14:08:12.784	0.4604	-0.2471	0.8257	11.5356	8.4839	1.8311	-7.8442	-0.6427	-64.5337	31.84
0x50	 14:08:12.794	0.4819	-0.2090	0.7773	14.7095	3.9063	-0.2441	-7.7893	-0.8789	-64.5447	31.85
0x50	 14:08:12.803	0.5527	-0.2681	0.7891	16.2964	3.9673	0.9155	-7.6959	-1.1426	-64.5392	31.85
0x50	 14:08:12.813	0.4951	-0.3271	0.8037	19.5923	11.0474	7.0801	-7.6135	-1.3458	-64.4843	31.85
0x50	 14:08:12.823	0.4707	-0.3564	0.9224	36.9873	13.0615	19.7754	-7.3993	-1.4777	-64.3030	31.86
0x50	 14:08:12.852	0.4063	-0.3037	0.8628	17.9443	15.2588	27.5269	-7.3663	-1.5326	-64.0503	31.85
0x50	 14:08:12.852	0.3789	-0.2905	0.8291	5.0659	8.9111	24.8413	-7.4432	-1.6370	-63.8196	31.85
0x50	 14:08:12.853	0.4004	-0.3018	0.8740	0.9155	7.6294	17.9443	-7.5586	-1.7578	-63.6493	31.84
0x50	 14:08:12.863	0.4229	-0.3013	0.8813	0.5493	9.4604	9.5825	-7.6685	-1.8677	-63.5669	31.84
0x50	 14:08:12.873	0.4419	-0.2837	0.8564	-1.4038	7.5684	4.5776	-7.7948	-2.0160	-63.5284	31.83
0x50	 14:08:12.883	0.4434	-0.2544	0.8608	-4.2725	1.8311	0.5493	-7.9431	-2.2357	-63.5284	31.84
0x50	 14:08:12.893	0.4487	-0.2412	0.8213	-2.5024	-0.9155	-2.5024	-8.0530	-2.4884	-63.5504	31.84
0x50	 14:08:12.903	0.4556	-0.2251	0.8145	3.1738	-4.8218	-3.6011	-8.1024	-2.7905	-63.5779	31.84
0x50	 14:08:12.913	0.5786	-0.4849	0.8989	9.0332	-5.5542	-3.4180	-8.0859	-3.1091	-63.6053	31.84
0x50	 14:08:12.923	0.4307	-0.1270	0.7202	7.5684	-5.3101	-1.2817	-8.2123	-3.4277	-63.6108	31.84
0x50	 14:08:12.933	0.6055	-0.3076	0.8696	-22.9492	-11.9629	-4.7607	-8.4540	-3.8177	-63.6438	31.83
0x50	 14:08:12.946	0.4907	-0.1514	0.8042	-18.4326	-3.4790	1.5869	-8.7506	-4.1473	-63.6218	31.84
0x50	 14:08:12.953	0.4053	-0.3608	0.8691	-37.9639	-5.7983	7.6904	-9.1516	-4.4604	-63.5339	31.84
0x50	 14:08:12.963	0.3320	-0.2905	0.8110	-34.8511	-1.8311	15.2588	-9.6405	-4.6417	-63.3801	31.84
0x50	 14:08:12.973	0.4189	-0.3115	0.8882	-26.0620	0.1831	5.9814	-10.0031	-4.7955	-63.3252	31.84
0x50	 14:08:12.983	0.4297	-0.2998	0.8345	-10.6201	4.0283	0.4272	-10.2008	-4.9438	-63.3252	31.85
0x50	 14:08:12.993	0.4536	-0.2891	0.8491	-7.6904	-1.8311	-0.6714	-10.3766	-5.1746	-63.3307	31.84
0x50	 14:08:13.003	0.4873	-0.3086	0.8706	-6.7139	-3.2349	0.0000	-10.5249	-5.4218	-63.3252	31.84
0x50	 14:08:13.032	0.4717	-0.3174	0.8438	-3.2349	-5.6763	0.0000	-10.6512	-5.7019	-63.3142	31.82
0x50	 14:08:13.033	0.4224	-0.2808	0.8013	-7.4463	-11.7188	0.0000	-10.8215	-6.0370	-63.2922	31.82
0x50	 14:08:13.034	0.4546	-0.2783	0.7886	-9.7656	-15.0757	-1.2817	-11.0083	-6.3885	-63.2758	31.85
0x50	 14:08:13.043	0.4888	-0.3115	0.8159	-2.3804	-12.6343	-0.6714	-11.1182	-6.7346	-63.2593	31.84
0x50	 14:08:13.053	0.4761	-0.3057	0.8140	-2.4414	-8.3008	0.4883	-11.2390	-7.0367	-63.2373	31.84
0x50	 14:08:13.063	0.5903	-0.3291	0.8618	-7.0190	-4.0283	0.5493	-11.4038	-7.2949	-63.2208	31.83
0x50	 14:08:13.073	0.4634	-0.2676	0.7920	-10.4980	0.4272	2.6855	-11.6071	-7.5366	-63.1989	31.83
0x50	 14:08:13.083	0.3887	-0.3296	0.8169	-22.1558	-0.4883	7.9956	-11.9092	-7.7399	-63.1165	31.84
0x50	 14:08:13.093	0.4268	-0.3462	0.8384	-19.5923	2.5024	9.8267	-12.2168	-7.8552	-63.0286	31.83
0x50	 14:08:13.103	0.4365	-0.3428	0.8184	-12.8174	3.7231	5.0659	-12.4475	-7.9816	-62.9846	31.84
0x50	 14:08:13.113	0.4565	-0.3604	0.8398	-7.2632	1.4038	2.4414	-12.6288	-8.1464	-62.9626	31.84
0x50	 14:08:13.123	0.4561	-0.3394	0.8394	-2.8076	0.9155	1.9531	-12.7661	-8.3167	-62.9462	31.84
0x50	 14:08:13.132	0.4487	-0.3149	0.8149	-1.5869	-1.7700	-0.1831	-12.8705	-8.5199	-62.9462	31.84
0x50	 14:08:13.142	0.4653	-0.3003	0.8032	0.0000	-4.4556	-2.1973	-12.9529	-8.7561	-62.9572	31.85
0x50	 14:08:13.153	0.4946	-0.3574	0.8569	1.8921	-4.7607	-2.6855	-13.0078	-9.0033	-62.9681	31.85
0x50	 14:08:13.163	0.4312	-0.2886	0.7729	-0.5493	-5.0659	-1.7700	-13.1067	-9.2450	-62.9791	31.85
0x50	 14:08:13.173	0.4707	-0.3223	0.8462	-8.5449	-9.4604	-2.6855	-13.2660	-9.5251	-62.9791	31.85
0x50	 14:08:13.182	0.4521	-0.2925	0.8291	-2.3804	-4.5166	-0.9766	-13.3649	-9.7504	-62.9791	31.85
0x50	 14:08:13.193	0.4624	-0.3208	0.8364	-5.1270	-7.9346	-0.3052	-13.4802	-10.0031	-62.9626	31.85
0x50	 14:08:13.204	0.5015	-0.3457	0.8936	-1.2817	-9.2773	1.0376	-13.5736	-10.2667	-62.9352	31.85
0x50	 14:08:13.213	0.4741	-0.3091	0.8198	1.4038	-10.4980	1.0986	-13.6395	-10.5359	-62.8967	31.84
0x50	 14:08:13.222	0.4863	-0.2974	0.8120	-2.1362	-19.3481	-0.6104	-13.7384	-10.9039	-62.8583	31.84
0x50	 14:08:13.233	0.5103	-0.2715	0.8550	-0.6714	-20.0806	-2.0142	-13.8153	-11.2830	-62.8253	31.84
0x50	 14:08:13.264	0.5142	-0.2456	0.8125	-0.6714	-20.2026	-2.7466	-13.8647	-11.6675	-62.8033	31.85
0x50	 14:08:13.265	0.4766	-0.2588	0.7622	-3.7842	-26.3672	-2.0752	-13.9417	-12.1234	-62.7594	31.86
0x50	 14:08:13.265	0.4873	-0.3008	0.8071	-4.7607	-27.0996	0.8545	-14.0515	-12.5684	-62.6880	31.85
0x50	 14:08:13.272	0.4902	-0.3081	0.7642	-5.4932	-22.6440	3.4180	-14.1888	-12.9474	-62.5946	31.84
0x50	 14:08:13.282	0.4722	-0.3071	0.7803	-7.8125	-23.2544	4.0283	-14.3646	-13.3374	-62.4957	31.84
0x50	 14:08:13.292	0.4561	-0.3408	0.7339	-9.4604	-20.2637	5.4321	-14.5514	-13.6780	-62.3914	31.83
0x50	 14:08:13.302	0.4570	-0.3862	0.7881	-10.1929	-18.6157	6.7139	-14.7876	-13.9966	-62.2760	31.84
0x50	 14:08:13.312	0.4658	-0.3926	0.7969	-10.6812	-12.5122	6.0425	-15.0293	-14.2383	-62.1826	31.86
0x50	 14:08:13.322	0.5596	-0.4033	0.8354	-10.9863	-11.9019	1.8311	-15.2600	-14.4800	-62.1332	31.85
0x50	 14:08:13.332	0.5122	-0.3442	0.7954	-9.8267	-14.0381	-3.9673	-15.4633	-14.7931	-62.1332	31.87
0x50	 14:08:13.342	0.4595	-0.3179	0.7441	-17.6392	-20.0806	-7.3853	-15.7104	-15.1611	-62.1552	31.86
0x50	 14:08:13.352	0.5298	-0.4409	0.8237	-16.9678	-20.5078	-7.5684	-15.9467	-15.5182	-62.1716	31.85
0x50	 14:08:13.362	0.4736	-0.3447	0.7397	-10.4370	-15.5029	-5.7373	-16.1719	-15.8258	-62.1826	31.85
0x50	 14:08:13.372	0.5078	-0.3711	0.7979	-12.8784	-18.0054	-7.9346	-16.3806	-16.1609	-62.2101	31.87
0x50	 14:08:13.382	0.5576	-0.3667	0.8120	-3.7842	-12.2681	-5.8594	-16.4960	-16.4301	-62.2321	31.86
0x50	 14:08:13.392	0.5527	-0.2964	0.7617	1.9531	-12.7563	-5.7373	-16.5509	-16.7267	-62.2540	31.85
0x50	 14:08:13.402	0.5659	-0.2891	0.7783	-2.8687	-16.7847	-7.1411	-16.6168	-17.0782	-62.2760	31.85
0x50	 14:08:13.412	0.5630	-0.2876	0.7612	-3.4180	-15.3809	-5.8594	-16.6882	-17.4133	-62.2870	31.86
0x50	 14:08:13.443	0.5439	-0.2764	0.7720	-5.6763	-13.5498	-2.9907	-16.7871	-17.7209	-62.2760	31.87
0x50	 14:08:13.444	0.5640	-0.3232	0.8081	-5.5542	-9.2773	0.0000	-16.8805	-17.9681	-62.2485	31.87
0x50	 14:08:13.444	0.5229	-0.3018	0.7500	-2.4414	-5.8594	2.8076	-16.9629	-18.1659	-62.2046	31.86
0x50	 14:08:13.452	0.5186	-0.3325	0.7832	-5.8594	-7.8735	3.1128	-17.0892	-18.3801	-62.1497	31.86
0x50	 14:08:13.462	0.5122	-0.3418	0.7827	-6.5308	-4.8218	4.3945	-17.2321	-18.5394	-62.0892	31.86
0x50	 14:08:13.472	0.5024	-0.3662	0.7588	-8.6670	-5.6152	4.4556	-17.4023	-18.7042	-62.0233	31.86
0x50	 14:08:13.482	0.4951	-0.3735	0.7563	-10.5591	-7.6294	5.1880	-17.6111	-18.8855	-61.9519	31.85
0x50	 14:08:13.492	0.5005	-0.3765	0.7710	-10.1318	-8.2397	4.6997	-17.8253	-19.0613	-61.8750	31.85
0x50	 14:08:13.502	0.5083	-0.3755	0.7798	-8.4839	-9.2773	3.2959	-18.0121	-19.2535	-61.8146	31.85
0x50	 14:08:13.512	0.5239	-0.3730	0.7788	-5.2490	-11.5967	1.7700	-18.1604	-19.4678	-61.7542	31.84
0x50	 14:08:13.522	0.5337	-0.3716	0.7832	-1.7090	-14.5264	0.0000	-18.2648	-19.7205	-61.7102	31.85
0x50	 14:08:13.532	0.5381	-0.3643	0.7754	2.5024	-17.3950	-1.8921	-18.3252	-20.0116	-61.6718	31.86
0x50	 14:08:13.542	0.5884	-0.3481	0.7759	5.5542	-20.7520	-4.0283	-18.3472	-20.3412	-61.6388	31.84
0x50	 14:08:13.552	0.5571	-0.3306	0.6919	6.0425	-23.9868	-6.1035	-18.3527	-20.7257	-61.6223	31.84
0x50	 14:08:13.567	0.5303	-0.3193	0.7285	-0.6104	-28.5645	-7.2632	-18.4406	-21.1707	-61.6003	31.84
0x50	 14:08:13.583	0.5430	-0.3550	0.8032	-5.1270	-23.0103	-6.2256	-18.5449	-21.5332	-61.5839	31.85
0x50	 14:08:13.583	0.5527	-0.3765	0.7764	-4.1504	-18.3105	-3.6621	-18.6493	-21.8188	-61.5619	31.85
0x50	 14:08:13.598	0.5615	-0.3823	0.7544	-2.6855	-23.1323	-3.4180	-18.7646	-22.1539	-61.5125	31.84
0x50	 14:08:13.614	0.5718	-0.3462	0.7539	-2.4414	-25.3906	-5.1880	-18.8855	-22.5220	-61.4795	31.84
0x50	 14:08:13.614	0.5874	-0.3438	0.7637	-4.2114	-24.9634	-7.3853	-18.9844	-22.9010	-61.4685	31.84
0x50	 14:08:13.631	0.5884	-0.3413	0.7593	-5.3711	-25.3906	-7.5684	-19.0997	-23.2855	-61.4575	31.85
